Iso3_code;Country;Region;Subregion;Indicator;Dimension;Category;Sex;Age;Year;Unit of measurement;VALUE;Source
BWA;Botswana;Africa;Sub-Saharan Africa;Arms seized;by type;machine gun;na;na;2017;Counts;0;IAFQ
BWA;Botswana;Africa;Sub-Saharan Africa;Arms seized;by type;other weapons;na;na;2017;Counts;2;IAFQ
BWA;Botswana;Africa;Sub-Saharan Africa;Arms seized;by type;pistol;na;na;2017;Counts;12;IAFQ
BWA;Botswana;Africa;Sub-Saharan Africa;Arms seized;by type;revolver;na;na;2017;Counts;2;IAFQ
BWA;Botswana;Africa;Sub-Saharan Africa;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2017;Counts;22;IAFQ
BWA;Botswana;Africa;Sub-Saharan Africa;Arms seized;by type;shotgun (Including Short Carbine);na;na;2017;Counts;23;IAFQ
BWA;Botswana;Africa;Sub-Saharan Africa;Arms seized;by type;submachine gun;na;na;2017;Counts;0;IAFQ
BWA;Botswana;Africa;Sub-Saharan Africa;Arms seized;by type;Unknown status on type;na;na;2017;Counts;0;IAFQ
BWA;Botswana;Africa;Sub-Saharan Africa;Arms seized;Total;Total;na;na;2017;Counts;61;IAFQ/UNODA
BWA;Botswana;Africa;Sub-Saharan Africa;Arms seized;by condition;Total;na;na;2017;Counts;61;IAFQ
BWA;Botswana;Africa;Sub-Saharan Africa;Arms seized;by marking;Total;na;na;2017;Counts;61;IAFQ
BWA;Botswana;Africa;Sub-Saharan Africa;Arms found;by type;Total;na;na;2018;Counts;4;UNODA
BWA;Botswana;Africa;Sub-Saharan Africa;Arms surrendered;by type;Total;na;na;2018;Counts;272;UNODA
BWA;Botswana;Africa;Sub-Saharan Africa;Arms seized;Total;Total;na;na;2018;Counts;6;IAFQ/UNODA
BWA;Botswana;Africa;Sub-Saharan Africa;Arms found;by type;Total;na;na;2019;Counts;0;UNODA
BWA;Botswana;Africa;Sub-Saharan Africa;Arms surrendered;by type;Total;na;na;2019;Counts;280;UNODA
BWA;Botswana;Africa;Sub-Saharan Africa;Arms seized;Total;Total;na;na;2019;Counts;0;IAFQ/UNODA
CAF;Central African Republic;Africa;Sub-Saharan Africa;Ammunition seized;Total;Total;na;na;2016;Counts;8724;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by condition;Industrially manufactured arms;na;na;2016;Counts;35;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by condition;otherwise illicitly manufactured;na;na;2016;Counts;222;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by marking;no marking;na;na;2016;Counts;222;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by marking;uniquely marked;na;na;2016;Counts;41;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by type;machine gun;na;na;2016;Counts;0;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by type;other weapons;na;na;2016;Counts;263;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by type;pistol;na;na;2016;Counts;6;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by type;revolver;na;na;2016;Counts;0;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2016;Counts;32;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by type;shotgun (Including Short Carbine);na;na;2016;Counts;0;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by type;submachine gun;na;na;2016;Counts;3;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by type;Unknown status on type;na;na;2016;Counts;0;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by legal justification of seizure;illicit posession;na;na;2016;Counts;74;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by legal justification of seizure;illicit use;na;na;2016;Counts;2;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by legal justification of seizure;other;na;na;2016;Counts;4;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by legal justification of seizure;unknown;na;na;2016;Counts;224;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by location;national territory;na;na;2016;Counts;300;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by location;planes and airports;na;na;2016;Counts;1;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by location;unknown;na;na;2016;Counts;3;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;Total;Total;na;na;2016;Counts;304;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by condition;Total;na;na;2016;Counts;257;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by marking;Total;na;na;2016;Counts;263;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by legal justification of seizure;Total;na;na;2016;Counts;304;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by location;Total;na;na;2016;Counts;304;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Ammunition seized;Total;Total;na;na;2017;Counts;23289;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by condition;Industrially manufactured arms;na;na;2017;Counts;74;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by condition;otherwise illicitly manufactured;na;na;2017;Counts;59;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by marking;no marking;na;na;2017;Counts;59;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by marking;uniquely marked;na;na;2017;Counts;79;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by type;machine gun;na;na;2017;Counts;0;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by type;other weapons;na;na;2017;Counts;132;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by type;pistol;na;na;2017;Counts;5;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by type;revolver;na;na;2017;Counts;0;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2017;Counts;57;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by type;shotgun (Including Short Carbine);na;na;2017;Counts;0;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by type;submachine gun;na;na;2017;Counts;17;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by type;Unknown status on type;na;na;2017;Counts;0;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by legal justification of seizure;illicit manufacture;na;na;2017;Counts;1;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by legal justification of seizure;illicit posession;na;na;2017;Counts;104;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by legal justification of seizure;illicit use;na;na;2017;Counts;4;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by legal justification of seizure;other;na;na;2017;Counts;14;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by legal justification of seizure;illicit trafficking;na;na;2017;Counts;7;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by legal justification of seizure;unknown;na;na;2017;Counts;81;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by location;land borders;na;na;2017;Counts;2;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by location;national territory;na;na;2017;Counts;206;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by location;planes and airports;na;na;2017;Counts;1;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by location;unknown;na;na;2017;Counts;2;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;Total;Total;na;na;2017;Counts;211;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by condition;Total;na;na;2017;Counts;133;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by marking;Total;na;na;2017;Counts;138;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by legal justification of seizure;Total;na;na;2017;Counts;211;UNPOL
CAF;Central African Republic;Africa;Sub-Saharan Africa;Arms seized;by location;Total;na;na;2017;Counts;211;UNPOL
CAN;Canada;Americas;Northern America;Arms seized;Total;Total;na;na;2012;Counts;32000;CND
CAN;Canada;Americas;Northern America;Arms seized;Total;Total;na;na;2016;Counts;25123;CND
CAN;Canada;Americas;Northern America;Individuals convicted for illicit trafficking in weapons;Total;Total;Female;Total;2016;Counts;4;IAFQ
CAN;Canada;Americas;Northern America;Individuals arrested/suspected for illicit trafficking in weapons;Total;Total;Female;Total;2016;Counts;6;IAFQ
CAN;Canada;Americas;Northern America;Individuals prosecuted for illicit trafficking in weapons;Total;Total;Female;Total;2016;Counts;13;IAFQ
CAN;Canada;Americas;Northern America;Individuals convicted for illicit trafficking in weapons;Total;Total;Male;Total;2016;Counts;54;IAFQ
CAN;Canada;Americas;Northern America;Individuals arrested/suspected for illicit trafficking in weapons;Total;Total;Male;Total;2016;Counts;94;IAFQ
CAN;Canada;Americas;Northern America;Individuals prosecuted for illicit trafficking in weapons;Total;Total;Male;Total;2016;Counts;89;IAFQ
CAN;Canada;Americas;Northern America;Individuals convicted for illicit trafficking in weapons;Total;Total;Total;Total;2016;Counts;70;IAFQ
CAN;Canada;Americas;Northern America;Individuals arrested/suspected for illicit trafficking in weapons;Total;Total;Total;Total;2016;Counts;101;IAFQ
CAN;Canada;Americas;Northern America;Individuals prosecuted for illicit trafficking in weapons;Total;Total;Total;Total;2016;Counts;117;IAFQ
CAN;Canada;Americas;Northern America;Individuals targeted by criminal justice system due to illicit trafficking in weapons;Total;Total;Total;Total;2016;Counts;288;IAFQ
CAN;Canada;Americas;Northern America;Individuals convicted for illicit trafficking in weapons;Total;Total;Unknown;Total;2016;Counts;12;IAFQ
CAN;Canada;Americas;Northern America;Individuals arrested/suspected for illicit trafficking in weapons;Total;Total;Unknown;Total;2016;Counts;1;IAFQ
CAN;Canada;Americas;Northern America;Individuals prosecuted for illicit trafficking in weapons;Total;Total;Unknown;Total;2016;Counts;15;IAFQ
CAN;Canada;Americas;Northern America;Individuals arrested/suspected for illicit trafficking in weapons;Total;Total;Female;Total;2017;Counts;20;IAFQ
CAN;Canada;Americas;Northern America;Individuals arrested/suspected for illicit trafficking in weapons;Total;Total;Male;Total;2017;Counts;112;IAFQ
CAN;Canada;Americas;Northern America;Individuals arrested/suspected for illicit trafficking in weapons;Total;Total;Unknown;Total;2017;Counts;0;IAFQ
CAN;Canada;Americas;Northern America;Individuals arrested/suspected for illicit trafficking in weapons;Total;Total;Total;Total;2017;Counts;132;IAFQ
CAN;Canada;Americas;Northern America;Individuals targeted by criminal justice system due to illicit trafficking in weapons;Total;Total;Total;Total;2017;Counts;132;IAFQ
CAN;Canada;Americas;Northern America;Individuals arrested/suspected for illicit trafficking in weapons;Total;Total;Female;Total;2018;Counts;13;IAFQ
CAN;Canada;Americas;Northern America;Individuals arrested/suspected for illicit trafficking in weapons;Total;Total;Male;Total;2018;Counts;95;IAFQ
CAN;Canada;Americas;Northern America;Individuals arrested/suspected for illicit trafficking in weapons;Total;Total;Total;Total;2018;Counts;108;IAFQ
CAN;Canada;Americas;Northern America;Individuals targeted by criminal justice system due to illicit trafficking in weapons;Total;Total;Total;Total;2018;Counts;108;IAFQ
CAN;Canada;Americas;Northern America;Individuals arrested/suspected for illicit trafficking in weapons;Total;Total;Unknown;Total;2018;Counts;0;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;machine gun;na;na;2010;Counts;0;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;other weapons;na;na;2010;Counts;401;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;pistol;na;na;2010;Counts;506;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;revolver;na;na;2010;Counts;1106;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2010;Counts;40;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;shotgun (Including Short Carbine);na;na;2010;Counts;1327;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;submachine gun;na;na;2010;Counts;0;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;Unknown status on type;na;na;2010;Counts;80;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;Total;Total;na;na;2010;Counts;3460;SOF/UNODA/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;machine gun;na;na;2011;Counts;4;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;other weapons;na;na;2011;Counts;493;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;pistol;na;na;2011;Counts;669;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;revolver;na;na;2011;Counts;1113;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2011;Counts;43;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;shotgun (Including Short Carbine);na;na;2011;Counts;1377;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;submachine gun;na;na;2011;Counts;0;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;Unknown status on type;na;na;2011;Counts;0;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;Total;Total;na;na;2011;Counts;3699;SOF/UNODA/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;machine gun;na;na;2012;Counts;4;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;other weapons;na;na;2012;Counts;612;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;pistol;na;na;2012;Counts;589;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;revolver;na;na;2012;Counts;1068;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2012;Counts;45;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;shotgun (Including Short Carbine);na;na;2012;Counts;1313;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;submachine gun;na;na;2012;Counts;0;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;Unknown status on type;na;na;2012;Counts;0;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;Total;Total;na;na;2012;Counts;3631;SOF/UNODA/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;machine gun;na;na;2013;Counts;6;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;other weapons;na;na;2013;Counts;592;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;pistol;na;na;2013;Counts;887;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;revolver;na;na;2013;Counts;1855;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2013;Counts;172;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;shotgun (Including Short Carbine);na;na;2013;Counts;1502;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;submachine gun;na;na;2013;Counts;0;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;Unknown status on type;na;na;2013;Counts;1215;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;Total;Total;na;na;2013;Counts;6229;SOF/UNODA/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms surrendered;by type;Total;na;na;2016;Counts;6167;UNODA/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;Total;Total;na;na;2016;Counts;7833;SOF/UNODA/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms surrendered;by type;Total;na;na;2017;Counts;3275;UNODA/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;Total;Total;na;na;2017;Counts;4137;SOF/UNODA/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Ammunition seized;Total;Total;na;na;2018;Counts;57755;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms found;by type;other weapons;na;na;2018;Counts;18;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms found;by type;pistol;na;na;2018;Counts;53;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms found;by type;revolver;na;na;2018;Counts;37;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms found;by type;rifle (Inlcuding Carbine);na;na;2018;Counts;4;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms found;by type;shotgun (Including Short Carbine);na;na;2018;Counts;34;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms found;by type;Total;na;na;2018;Counts;0;UNODA/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms surrendered;by type;pistol;na;na;2018;Counts;532;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms surrendered;by type;revolver;na;na;2018;Counts;1561;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms surrendered;by type;rifle (Inlcuding Carbine);na;na;2018;Counts;171;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms surrendered;by type;shotgun (Including Short Carbine);na;na;2018;Counts;608;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms surrendered;by type;Total;na;na;2018;Counts;15501;UNODA/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by condition;Assembled arms;na;na;2018;Counts;0;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by condition;Converted arms;na;na;2018;Counts;130;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by condition;Industrially manufactured arms;na;na;2018;Counts;2560;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by condition;Modified arms;na;na;2018;Counts;23;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by condition;otherwise illicitly manufactured;na;na;2018;Counts;426;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by condition;Reactivated arms;na;na;2018;Counts;0;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by condition;otherwise illicitly manufactured;na;na;2018;Counts;0;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by marking;altered marking;na;na;2018;Counts;0;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by marking;no marking;na;na;2018;Counts;579;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by marking;unknown Status On Marking;na;na;2018;Counts;0;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by marking;uniquely marked;na;na;2018;Counts;0;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;machine gun;na;na;2018;Counts;5;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;other weapons;na;na;2018;Counts;579;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;pistol;na;na;2018;Counts;776;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;revolver;na;na;2018;Counts;865;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;rifle (Inlcuding Carbine);na;na;2018;Counts;107;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;shotgun (Including Short Carbine);na;na;2018;Counts;807;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;submachine gun;na;na;2018;Counts;0;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by type;Unknown status on type;na;na;2018;Counts;0;SOF/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by legal justification of seizure;illicit manufacture;na;na;2018;Counts;579;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by legal justification of seizure;illicit posession;na;na;2018;Counts;1046;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by legal justification of seizure;illicit use;na;na;2018;Counts;1285;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by legal justification of seizure;Altered markings;na;na;2018;Counts;0;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by legal justification of seizure;other;na;na;2018;Counts;196;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by legal justification of seizure;illicit trafficking;na;na;2018;Counts;33;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by legal justification of seizure;unknown;na;na;2018;Counts;0;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by location;land borders;na;na;2018;Counts;33;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by location;national territory;na;na;2018;Counts;3105;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by location;other;na;na;2018;Counts;0;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by location;planes and airports;na;na;2018;Counts;1;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by location;unknown;na;na;2018;Counts;0;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by location;vessels and harbours;na;na;2018;Counts;0;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by other suspected offences;Other arms offences;na;na;2018;Counts;2527;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by other suspected offences;Illicit trafficking of firearms;na;na;2018;Counts;33;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by other suspected offences;Drug trafficking;na;na;2018;Counts;276;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by other suspected offences;Other forms of organized crime;na;na;2018;Counts;579;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by other suspected offences;Other type of trafficking;na;na;2018;Counts;0;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by location;Uniquely identifiable - total uniquely identifiable through marking;na;na;2018;Counts;0;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by location;Not uniquely identifiable - Illicitly manufactured;na;na;2018;Counts;597;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by location;Total not uniquely identifiable through marking;na;na;2018;Counts;597;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;Total;Total;na;na;2018;Counts;3139;SOF/UNODA/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by condition;Total;na;na;2018;Counts;3139;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by marking;Total;na;na;2018;Counts;579;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by legal justification of seizure;Total;na;na;2018;Counts;3139;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by location;Total;na;na;2018;Counts;3139;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by location;Total;na;na;2018;Counts;597;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Instances/cases of seizures;Total;Total;na;na;2018;Counts;7001;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Individuals arrested/suspected for illicit trafficking in weapons;Total;Total;Female;Total;2018;Counts;443;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Individuals arrested/suspected for illicit trafficking in weapons;Total;Total;Male;Total;2018;Counts;6607;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Individuals arrested/suspected;by type of offences;Illicit trafficking of arms and drug trafficking;Total;Total;2018;Counts;556;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Individuals arrested/suspected;by type of offences;Illicit trafficking andIllicit possession/use of arms;Total;Total;2018;Counts;2597;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Individuals arrested/suspected;by type of offences;Illicit trafficking and other arms offences;Total;Total;2018;Counts;3879;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Individuals arrested/suspected;by type of offences;Only for illicit trafficking in arms;Total;Total;2018;Counts;18;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Individuals arrested/suspected for illicit trafficking in weapons;Total;Total;Total;Total;2018;Counts;7050;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Individuals targeted by criminal justice system due to illicit trafficking in weapons;Total;Total;Total;Total;2018;Counts;7050;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Parts and components seized;Total;Total;na;na;2018;Counts;733;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Ammunition seized;Total;Total;na;na;2019;Counts;39737;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms found;by type;machine gun;na;na;2019;Counts;2;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms found;by type;other weapons;na;na;2019;Counts;17;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms found;by type;pistol;na;na;2019;Counts;58;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms found;by type;revolver;na;na;2019;Counts;61;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms found;by type;rifle (Inlcuding Carbine);na;na;2019;Counts;8;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms found;by type;shotgun (Including Short Carbine);na;na;2019;Counts;36;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms found;by type;Total;na;na;2019;Counts;182;UNODA/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms surrendered;by type;pistol;na;na;2019;Counts;822;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms surrendered;by type;revolver;na;na;2019;Counts;2317;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms surrendered;by type;rifle (Inlcuding Carbine);na;na;2019;Counts;312;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms surrendered;by type;shotgun (Including Short Carbine);na;na;2019;Counts;1411;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms surrendered;by type;Total;na;na;2019;Counts;4862;UNODA/IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by condition;Assembled arms;na;na;2019;Counts;0;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by condition;Converted arms;na;na;2019;Counts;87;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by condition;Industrially manufactured arms;na;na;2019;Counts;2340;IAFQ
CHL;Chile;Americas;Latin America and the Caribbean;Arms seized;by condition;Modified arms;na;na;2019;Counts;19;IAFQ
